100	100	10	1.0	1
200	100	10	1.0	2
300	100	10	1.0	3
400	100	10	1.0	4
500	100	10	1.0	5
600	100	10	1.0	6
700	100	10	1.0	7
800	100	10	1.0	8
900	100	10	1.0	9
1000	100	10	1.0	10
100	200	10	1.0	11
200	200	10	1.0	12
300	200	10	1.0	13
400	200	10	1.0	14
500	200	10	1.0	15
600	200	10	1.0	16
700	200	10	1.0	17
800	200	10	1.0	18
900	200	10	1.0	19
1000	200	10	1.0	20
100	300	10	1.0	21
200	300	10	1.0	22
300	300	10	1.0	23
400	300	10	1.0	24
500	300	10	1.0	25
600	300	10	1.0	26
700	300	10	1.0	27
800	300	10	1.0	28
900	300	10	1.0	29
1000	300	10	1.0	30
100	400	10	1.0	31
200	400	10	1.0	32
300	400	10	1.0	33
400	400	10	1.0	34
500	400	10	1.0	35
600	400	10	1.0	36
700	400	10	1.0	37
800	400	10	1.0	38
900	400	10	1.0	39
1000	400	10	1.0	40
100	500	10	1.0	41
200	500	10	1.0	42
300	500	10	1.0	43
400	500	10	1.0	44
500	500	10	1.0	45
600	500	10	1.0	46
700	500	10	1.0	47
800	500	10	1.0	48
900	500	10	1.0	49
1000	500	10	1.0	50
100	600	10	1.0	51
200	600	10	1.0	52
300	600	10	1.0	53
400	600	10	1.0	54
500	600	10	1.0	55
600	600	10	1.0	56
700	600	10	1.0	57
800	600	10	1.0	58
900	600	10	1.0	59
1000	600	10	1.0	60
100	700	10	1.0	61
200	700	10	1.0	62
300	700	10	1.0	63
400	700	10	1.0	64
500	700	10	1.0	65
600	700	10	1.0	66
700	700	10	1.0	67
800	700	10	1.0	68
900	700	10	1.0	69
1000	700	10	1.0	70
100	800	10	1.0	71
200	800	10	1.0	72
300	800	10	1.0	73
400	800	10	1.0	74
500	800	10	1.0	75
600	800	10	1.0	76
700	800	10	1.0	77
800	800	10	1.0	78
900	800	10	1.0	79
1000	800	10	1.0	80
100	900	10	1.0	81
200	900	10	1.0	82
300	900	10	1.0	83
400	900	10	1.0	84
500	900	10	1.0	85
600	900	10	1.0	86
700	900	10	1.0	87
800	900	10	1.0	88
900	900	10	1.0	89
1000	900	10	1.0	90
100	1000	10	1.0	91
200	1000	10	1.0	92
300	1000	10	1.0	93
400	1000	10	1.0	94
500	1000	10	1.0	95
600	1000	10	1.0	96
700	1000	10	1.0	97
800	1000	10	1.0	98
900	1000	10	1.0	99
1000	1000	10	1.0	100
100	100	20	1.0	1
200	100	20	1.0	2
300	100	20	1.0	3
400	100	20	1.0	4
500	100	20	1.0	5
600	100	20	1.0	6
700	100	20	1.0	7
800	100	20	1.0	8
900	100	20	1.0	9
1000	100	20	1.0	10
100	200	20	1.0	11
200	200	20	1.0	12
300	200	20	1.0	13
400	200	20	1.0	14
500	200	20	1.0	15
600	200	20	1.0	16
700	200	20	1.0	17
800	200	20	1.0	18
900	200	20	1.0	19
1000	200	20	1.0	20
100	300	20	1.0	21
200	300	20	1.0	22
300	300	20	1.0	23
400	300	20	1.0	24
500	300	20	1.0	25
600	300	20	1.0	26
700	300	20	1.0	27
800	300	20	1.0	28
900	300	20	1.0	29
1000	300	20	1.0	30
100	400	20	1.0	31
200	400	20	1.0	32
300	400	20	1.0	33
400	400	20	1.0	34
500	400	20	1.0	35
600	400	20	1.0	36
700	400	20	1.0	37
800	400	20	1.0	38
900	400	20	1.0	39
1000	400	20	1.0	40
100	500	20	1.0	41
200	500	20	1.0	42
300	500	20	1.0	43
400	500	20	1.0	44
500	500	20	1.0	45
600	500	20	1.0	46
700	500	20	1.0	47
800	500	20	1.0	48
900	500	20	1.0	49
1000	500	20	1.0	50
100	600	20	1.0	51
200	600	20	1.0	52
300	600	20	1.0	53
400	600	20	1.0	54
500	600	20	1.0	55
600	600	20	1.0	56
700	600	20	1.0	57
800	600	20	1.0	58
900	600	20	1.0	59
1000	600	20	1.0	60
100	700	20	1.0	61
200	700	20	1.0	62
300	700	20	1.0	63
400	700	20	1.0	64
500	700	20	1.0	65
600	700	20	1.0	66
700	700	20	1.0	67
800	700	20	1.0	68
900	700	20	1.0	69
1000	700	20	1.0	70
100	800	20	1.0	71
200	800	20	1.0	72
300	800	20	1.0	73
400	800	20	1.0	74
500	800	20	1.0	75
600	800	20	1.0	76
700	800	20	1.0	77
800	800	20	1.0	78
900	800	20	1.0	79
1000	800	20	1.0	80
100	900	20	1.0	81
200	900	20	1.0	82
300	900	20	1.0	83
400	900	20	1.0	84
500	900	20	1.0	85
600	900	20	1.0	86
700	900	20	1.0	87
800	900	20	1.0	88
900	900	20	1.0	89
1000	900	20	1.0	90
100	1000	20	1.0	91
200	1000	20	1.0	92
300	1000	20	1.0	93
400	1000	20	1.0	94
500	1000	20	1.0	95
600	1000	20	1.0	96
700	1000	20	1.0	97
800	1000	20	1.0	98
900	1000	20	1.0	99
1000	1000	20	1.0	100
100	100	30	1.0	1
200	100	30	1.0	2
300	100	30	1.0	3
400	100	30	1.0	4
500	100	30	1.0	5
600	100	30	1.0	6
700	100	30	1.0	7
800	100	30	1.0	8
900	100	30	1.0	9
1000	100	30	1.0	10
100	200	30	1.0	11
200	200	30	1.0	12
300	200	30	1.0	13
400	200	30	1.0	14
500	200	30	1.0	15
600	200	30	1.0	16
700	200	30	1.0	17
800	200	30	1.0	18
900	200	30	1.0	19
1000	200	30	1.0	20
100	300	30	1.0	21
200	300	30	1.0	22
300	300	30	1.0	23
400	300	30	1.0	24
500	300	30	1.0	25
600	300	30	1.0	26
700	300	30	1.0	27
800	300	30	1.0	28
900	300	30	1.0	29
1000	300	30	1.0	30
100	400	30	1.0	31
200	400	30	1.0	32
300	400	30	1.0	33
400	400	30	1.0	34
500	400	30	1.0	35
600	400	30	1.0	36
700	400	30	1.0	37
800	400	30	1.0	38
900	400	30	1.0	39
1000	400	30	1.0	40
100	500	30	1.0	41
200	500	30	1.0	42
300	500	30	1.0	43
400	500	30	1.0	44
500	500	30	1.0	45
600	500	30	1.0	46
700	500	30	1.0	47
800	500	30	1.0	48
900	500	30	1.0	49
1000	500	30	1.0	50
100	600	30	1.0	51
200	600	30	1.0	52
300	600	30	1.0	53
400	600	30	1.0	54
500	600	30	1.0	55
600	600	30	1.0	56
700	600	30	1.0	57
800	600	30	1.0	58
900	600	30	1.0	59
1000	600	30	1.0	60
100	700	30	1.0	61
200	700	30	1.0	62
300	700	30	1.0	63
400	700	30	1.0	64
500	700	30	1.0	65
600	700	30	1.0	66
700	700	30	1.0	67
800	700	30	1.0	68
900	700	30	1.0	69
1000	700	30	1.0	70
100	800	30	1.0	71
200	800	30	1.0	72
300	800	30	1.0	73
400	800	30	1.0	74
500	800	30	1.0	75
600	800	30	1.0	76
700	800	30	1.0	77
800	800	30	1.0	78
900	800	30	1.0	79
1000	800	30	1.0	80
100	900	30	1.0	81
200	900	30	1.0	82
300	900	30	1.0	83
400	900	30	1.0	84
500	900	30	1.0	85
600	900	30	1.0	86
700	900	30	1.0	87
800	900	30	1.0	88
900	900	30	1.0	89
1000	900	30	1.0	90
100	1000	30	1.0	91
200	1000	30	1.0	92
300	1000	30	1.0	93
400	1000	30	1.0	94
500	1000	30	1.0	95
600	1000	30	1.0	96
700	1000	30	1.0	97
800	1000	30	1.0	98
900	1000	30	1.0	99
1000	1000	30	1.0	100
100	100	40	1.0	1
200	100	40	1.0	2
